"","Live","PTT","蘋果","中時","中央社","東森","自由","新頭殼","NowNews","聯合","TVBS","中廣","台視","華視","民視"
"姓名",4,7,0,0,0,4,0,0,3,6,0,0,0,0,0
"底層",4,15,0,0,0,0,3,0,0,0,0,0,0,0,0
"房價",4,64,3,3,0,0,0,0,0,0,0,0,0,0,0
"版面",4,45,4,0,0,0,3,0,0,0,0,0,0,0,0
"知識分子",4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"金融",4,68,14,19,14,7,0,0,0,12,0,0,0,11,0
"長老",4,10,0,0,0,0,6,0,0,0,0,0,0,0,0
"阿姨",4,19,4,0,0,0,0,0,0,0,0,0,0,0,0
"雨具",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"便衣",4,8,0,0,0,0,0,7,0,0,0,0,0,0,0
"保費",4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"南韓",4,41,3,4,0,8,0,0,8,0,0,0,0,0,0
"品質",4,33,21,5,0,6,0,0,0,0,0,0,0,0,0
"建築",4,25,0,3,0,0,3,0,0,0,0,0,0,0,0
"建築物",4,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"持久戰",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"政績",4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"架構",4,19,8,0,0,0,0,0,0,0,0,0,0,0,0
"研究生",4,32,22,11,0,10,10,8,0,17,4,4,0,0,8
"計程車",4,47,11,18,7,9,0,0,3,6,0,0,0,0,8
"負責人",4,31,0,0,0,0,4,0,0,0,0,0,0,0,0
"音樂會",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"音響",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"風車",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"家園",4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"島嶼",4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"座位",4,5,3,0,0,0,0,0,0,0,3,0,0,0,0
"拳頭",4,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"效果",4,89,5,0,0,3,0,0,0,0,0,0,0,0,0
"時機",4,28,4,4,3,0,0,0,0,0,4,0,0,0,0
"校園",4,27,22,16,6,4,11,0,0,22,3,0,4,7,7
"格式",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"氣溫",4,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"消防車",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"留言",4,13,0,4,0,0,0,0,0,0,3,0,0,0,0
"真心",4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"真理",4,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"素質",4,59,0,0,0,0,0,0,0,0,0,0,0,0,0
"能量",4,19,9,0,4,0,0,0,0,0,0,0,0,0,0
"蚊蟲",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"國文",4,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"基督",4,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"專制",4,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"晚餐",4,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"梯子",4,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"理智",4,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"眼淚",4,42,11,0,0,0,3,0,0,0,0,0,0,0,3
"眼鏡",4,15,3,0,0,0,0,0,0,0,0,0,0,0,0
"第一線",4,39,4,4,6,0,8,3,0,11,0,0,0,0,0
"設計師",4,3,0,0,0,0,0,0,0,0,3,0,0,0,0
"途徑",4,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"部門",4,30,6,0,0,0,0,0,0,4,0,0,0,0,0
"鹿茸",4,43,3,0,0,0,0,0,0,0,0,0,0,0,0
"提案",4,23,0,0,0,0,5,0,3,4,0,0,0,0,0
"智商",4,30,0,0,0,0,0,0,0,0,0,0,0,0,0
"牌子",4,14,3,0,0,0,0,0,0,0,0,0,0,0,0
"發言者",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"發起人",4,9,0,0,0,4,17,3,0,0,3,0,0,0,5
"絲襪",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"隊長",4,21,0,0,0,0,0,0,0,0,11,0,0,0,0
"順序",4,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"傳言",4,0,3,0,0,4,0,0,0,0,0,0,0,0,4
"傳統",4,24,15,0,3,0,3,0,3,12,0,0,0,0,0
"勢力",4,31,4,0,0,0,0,0,0,0,0,0,0,0,0
"幹部",4,35,5,12,3,0,4,3,5,8,0,0,0,0,0
"敬意",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"會長",4,22,8,5,21,4,21,0,0,18,0,0,0,0,0
"爺爺",4,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"瑕疵",4,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"舅舅",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"號令",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"補習班",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"詩人",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"資方",4,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"圖表",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"滿天",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"疑慮",4,44,13,11,9,11,0,3,5,12,4,3,0,4,3
"領導",4,64,11,5,0,3,6,0,7,0,0,0,0,0,0
"價格",4,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"數學",4,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"樓梯",4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"學子",4,25,11,8,0,3,8,0,0,0,0,0,0,0,0
"戰線",4,11,3,0,0,0,0,0,0,0,0,0,0,0,0
"機密",4,33,0,0,0,0,0,0,0,0,0,0,0,0,0
"選票",4,230,0,3,0,0,0,0,0,0,0,0,0,0,0
"優勢",4,71,17,5,7,11,0,0,4,7,0,0,0,0,0
"戲劇",4,13,0,3,0,0,0,0,0,0,0,0,0,0,0
"總監",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"聯席會",4,0,9,4,0,0,10,0,3,5,0,0,0,0,0
"謊言",4,29,0,0,0,0,3,0,0,0,0,0,0,0,0
"講台",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"趨勢",4,21,0,6,3,0,0,0,0,0,0,0,0,0,0
"雜誌",4,15,3,0,0,5,0,0,0,0,0,0,0,0,3
"壞處",4,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"藥膏",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"證件",4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"寶島",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"警車",4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"警械",4,47,0,0,0,0,4,0,0,0,0,0,0,0,0
"議長",4,5,8,0,0,0,4,0,0,6,0,5,0,0,0
"議員",4,59,33,29,13,10,59,10,6,35,16,42,0,17,13
"黨籍",4,38,11,6,13,4,44,3,0,19,0,4,0,3,0
"護士",4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"護照",4,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"權威",4,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"歡呼聲",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"鷹犬",4,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"人類",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"上帝",3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"口條",3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"口頭",3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"女子",3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"子孫",3,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"小結",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"小說",3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"中考",3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"中學生",3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"內心",3,24,0,4,0,0,0,0,0,0,3,0,0,0,0
"公理",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"公眾",3,15,4,0,0,0,3,0,0,0,7,0,0,0,0
"公德",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"公職",3,26,3,0,0,0,0,0,0,0,0,0,0,0,0
"天職",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"少年",3,8,0,0,0,0,3,0,0,0,0,0,0,0,0
"心理學",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"心靈",3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"手電筒",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"支票",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"文本",3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"文件",3,46,0,5,0,3,0,0,3,0,0,0,0,6,0
"月琴",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"水柱",3,52,23,7,0,0,22,0,0,4,0,0,0,0,0
"水準",3,101,0,6,0,0,8,0,0,0,0,0,0,3,0
"父親",3,23,12,5,7,0,6,0,0,0,0,0,0,0,0
"牛奶",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"主委",3,14,3,16,5,8,8,0,0,13,4,0,0,0,0
"他用",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"召集人",3,10,0,0,10,0,4,0,0,4,0,0,0,3,0
"外界",3,34,22,16,11,10,9,5,7,23,5,3,6,3,0
"外省",3,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"外國人",3,43,0,0,0,3,0,0,3,0,0,0,0,0,0
"布條",3,11,7,3,0,0,4,0,0,0,0,0,0,0,3
"平民",3,25,3,0,0,0,3,0,0,0,0,0,0,0,0
"平面",3,11,0,0,0,6,0,0,0,0,0,0,0,0,0
"民主化",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"民生",3,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"生存權",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"白袍",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"皮膚",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"立法權",3,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"交叉口",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"企業主",3,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"光明",3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"冰塊",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"合唱團",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"名牌",3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"向日葵",3,25,8,0,0,0,7,0,0,0,0,0,0,0,0
"因素",3,39,10,4,0,3,4,0,0,10,0,0,0,0,0
"地址",3,11,0,0,0,4,0,0,0,0,0,0,0,0,0
"地板",3,23,3,0,0,0,0,0,0,0,5,0,0,0,0
"地面",3,10,0,6,0,0,0,0,0,0,4,0,0,0,0
"地球",3,6,3,0,0,0,0,0,0,0,0,0,0,0,0
"好友",3,33,0,9,0,13,4,0,4,0,0,0,0,0,4
"字條",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"年青人",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"成就",3,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"成績",3,9,0,0,0,0,0,3,0,0,0,0,0,0,0
"老公",3,33,3,0,0,0,0,0,0,0,0,0,0,0,0
"老婆",3,72,3,0,0,0,0,0,0,0,0,0,0,0,0
"耳朵",3,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"自由主義",3,15,3,0,0,0,3,0,0,0,0,0,0,0,0
"自由市場",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"色彩",3,25,7,0,0,5,0,0,3,0,4,0,0,0,0
"低調",3,55,3,3,0,0,0,0,0,3,0,0,0,0,0
"困境",3,12,7,4,0,0,0,0,0,0,0,0,0,0,0
"攻勢",3,12,0,0,0,0,4,0,0,0,0,0,0,0,0
"汽油",3,11,8,13,3,5,4,0,7,7,8,0,3,0,5
"男人",3,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"男士",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"男生",3,17,12,0,0,0,0,0,0,0,0,0,0,0,0
"系主任",3,17,7,0,0,4,4,0,0,7,0,0,0,0,0
"言語",3,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"事業",3,13,0,7,0,0,0,0,0,0,0,0,0,0,0
"使命",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"兒童",3,8,3,0,0,0,0,0,0,0,6,0,0,0,0
"夜班",3,11,3,0,0,0,0,0,0,0,0,0,0,0,0
"底線",3,33,7,0,0,0,0,3,0,3,0,0,0,0,0
"房屋",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"房間",3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"油漆",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"法庭",3,6,5,3,0,0,3,0,0,0,4,0,0,0,0
"法規",3,52,0,0,0,0,0,0,0,0,0,0,0,0,0
"物價",3,27,6,0,0,0,0,0,0,0,0,0,0,0,0
"社長",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"空地",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"表演者",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"金字塔",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"門神",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"附註",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"青年人",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"保險",3,41,8,0,0,0,4,0,0,3,0,0,0,0,0
"前台",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"勇士",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"契機",3,3,5,0,0,0,0,0,0,0,0,0,0,0,0
"客家",3,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"建設性",3,16,0,0,3,0,0,0,0,0,0,0,0,0,0
"思維",3,16,0,0,0,0,5,0,0,0,0,0,0,0,0
"政務",3,17,6,9,0,3,0,0,0,3,0,0,0,0,0
"故鄉",3,6,0,0,0,3,0,0,0,0,0,0,0,0,0
"星星",3,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"春風",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"柔性",3,43,7,0,0,7,0,0,0,5,4,0,0,0,4
"美工",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"要衝",3,21,0,0,0,3,0,0,0,0,0,0,0,0,0
"軍人",3,32,6,0,0,0,0,0,0,0,0,0,0,0,0
"軍閥",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"重要性",3,15,0,0,0,4,0,0,0,0,0,0,0,0,0
"音量",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"音譯",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"飛彈",3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"首長",3,22,8,0,0,0,6,4,3,3,0,0,0,0,0
"香腸",3,15,0,0,0,0,8,0,0,0,0,0,0,0,0
"員工",3,63,10,5,4,3,3,0,5,5,3,0,0,0,3
"哥哥",3,8,0,0,0,0,6,0,0,0,0,0,0,0,0
"師長",3,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"時事",3,10,10,0,0,0,4,0,0,0,0,0,0,0,0
"校友",3,25,4,0,0,4,6,0,0,0,0,0,0,0,0
"桌面",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"氣勢",3,12,0,0,0,0,0,0,0,0,3,0,0,0,0
"海盜",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"秘書長",3,44,14,15,4,21,41,3,11,11,14,3,0,5,15
"秘密",3,10,0,0,0,3,0,0,0,0,0,0,0,0,0
"記者證",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"記號",3,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"財產",3,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"區塊",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"商人",3,39,0,0,0,0,3,0,0,0,0,0,0,0,0
"商業",3,69,4,13,11,0,0,0,0,9,0,0,0,0,0
"國土",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"國貿",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"婦產科",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"密室",3,7,0,0,0,4,0,0,0,0,0,0,0,0,0
"專線",3,4,20,0,0,0,0,0,3,0,0,0,0,0,0
"強度",3,14,3,0,0,0,0,0,0,0,0,0,0,0,0
"強權",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"患者",3,6,9,0,0,0,0,0,0,16,0,0,0,0,0
"情感",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"教訓",3,24,4,0,0,0,0,0,0,0,0,0,0,0,0
"晚會",3,3,0,0,3,0,3,0,0,0,0,0,0,0,0
"清單",3,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"清潔工",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"畢業生",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"異議",3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"細節",3,10,0,0,7,0,0,4,3,0,0,0,0,0,0
"組員",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"處境",3,15,0,5,0,0,0,0,0,5,0,0,0,0,0
"規模",3,38,9,5,0,0,3,0,0,0,3,0,0,0,0
"貨幣",3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"通牒",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"部長",3,23,9,6,0,0,8,0,0,7,4,0,0,0,0
"報章雜誌",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"惡意",3,30,0,4,0,0,3,0,4,6,0,0,0,0,0
"毯子",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"無名英雄",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"無奈",3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"程式",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"華人",3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"陽台",3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"陽光",3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"雲端",3,21,0,4,8,0,0,0,0,0,0,0,0,0,0
"黃色",3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"黑心",3,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"黑夜",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"愚民",3,30,0,0,0,0,0,0,3,0,0,0,0,0,0
"感冒藥",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"新聞記者",3,4,0,0,0,3,7,0,0,0,0,0,0,0,0
"溫度",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"經理",3,21,4,3,0,3,0,0,0,4,0,0,0,0,0
"經濟部",3,62,11,16,5,4,14,0,3,8,3,4,0,3,0
"經濟體",3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"罪犯",3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"罪名",3,17,0,3,0,0,6,3,11,3,0,0,7,3,3
"聖賢",3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"資產",3,17,3,0,0,0,0,0,0,0,0,0,0,0,0
"農產品",3,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"電視機",3,10,0,0,0,4,0,0,0,0,0,0,0,0,0
"預算",3,27,0,0,0,0,0,0,0,10,0,0,0,0,0
"圖騰",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"團員",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"實體",3,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"對手",3,36,3,0,3,0,0,0,0,0,0,0,0,0,0
"演員",3,6,4,0,0,0,6,0,0,3,0,0,0,0,0
"福祉",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"網頁",3,46,4,0,0,0,4,0,0,0,0,0,0,0,0
"鼻子",3,16,0,3,0,0,0,0,0,0,0,0,0,0,0
"僵局",3,36,13,14,25,15,9,4,7,32,15,8,0,6,9
"廚師",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"影音",3,11,12,5,0,4,6,0,3,0,0,0,0,69,9
"憂心",3,11,14,8,8,0,3,0,0,7,0,0,0,0,0
"摩托車",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"數量",3,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"暴君",3,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"熱水",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"緣故",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"衛生棉",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"課業",3,5,0,3,0,0,0,0,0,0,0,0,0,0,0
"論文",3,11,0,0,0,4,0,0,0,11,0,0,0,0,0
"學社",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"戰略",3,25,4,3,0,0,0,0,0,3,0,0,0,4,0
"戰場",3,32,0,3,0,3,0,0,0,3,0,0,4,0,0
"整體",3,27,6,8,0,4,0,0,0,7,0,0,0,3,0
"歷史學家",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"歷程",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"獨裁者",3,23,0,3,0,0,0,0,0,0,0,0,0,0,0
"親戚",3,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"總隊",3,12,8,0,0,0,3,0,0,0,0,0,0,0,0
"總會",3,10,0,5,23,8,6,0,3,14,0,0,0,0,0
"謠言",3,40,0,0,0,5,0,0,0,0,0,0,0,0,0
"鍵盤",3,124,0,0,0,0,0,0,0,0,0,0,0,0,0
"職權",3,30,0,0,0,0,0,0,0,0,3,0,0,0,0
"醫學院",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"雙眼",3,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"雜音",3,6,0,3,0,0,0,0,0,0,0,0,0,0,0
"雞蛋",3,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"懷抱",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"藥品",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"鏡頭",3,65,41,0,0,8,3,0,0,4,9,0,0,0,6
"關山",3,5,4,0,0,0,4,0,0,0,0,0,0,0,0
"鬍子",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"嚴重性",3,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"權貴",3,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"邏輯",3,90,0,0,0,0,0,0,0,0,0,0,0,0,0
"體育",3,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"體育課",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"纜車",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"八卦",0,265,4,0,0,0,0,0,0,0,0,0,0,0,0
"備份",0,244,0,0,0,0,0,0,0,0,0,0,0,0,0
"鄉民",0,194,13,0,0,5,0,0,0,0,0,0,0,0,0
"情報",0,159,4,0,0,0,0,0,0,0,0,0,0,0,0
"香蕉",0,152,0,0,0,0,0,0,0,0,0,0,0,0,0
"小刀",0,151,0,0,0,0,0,0,0,0,0,0,0,0,0
"輿論",0,123,4,0,0,0,6,0,0,0,0,0,0,0,0
"支那",0,116,0,0,0,0,0,0,0,0,0,0,0,0,0
"廢物",0,111,0,0,0,0,0,0,0,0,0,0,0,0,0
"腦袋",0,109,0,0,0,0,0,0,0,0,0,0,0,0,0
"年月",0,103,4,299,0,6,0,3,4,0,3,0,0,0,0
"風向",0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
"次數",0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
"機構",0,69,9,0,4,5,0,0,0,8,5,0,0,0,0
"隊友",0,65,0,0,0,0,0,0,0,0,0,0,0,0,0
"河蟹",0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
"顏色",0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
"被告",0,61,0,0,0,0,0,27,0,0,0,0,0,0,0
"女人",0,60,0,3,0,0,3,0,3,0,0,0,0,0,0
"全家",0,59,3,0,0,3,0,0,0,0,0,0,0,0,0
"嘴臉",0,59,0,0,0,0,3,0,0,0,0,0,0,0,0
"警員",0,58,41,4,3,0,12,5,0,21,0,0,0,0,0
"原文",0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
"公子",0,56,0,0,0,0,5,0,0,0,0,0,0,0,0
"我家",0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
"現行犯",0,56,3,4,0,0,0,0,0,0,0,0,0,0,0
"署長",0,56,9,4,0,8,7,0,0,8,3,0,0,0,6
"支持者",0,55,0,0,0,0,9,0,0,3,0,0,0,0,0
"損失",0,55,16,20,4,15,15,3,0,10,0,0,0,8,4
"軍隊",0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
"圖片",0,52,5,0,0,0,0,0,0,0,0,0,0,0,0
"水母",0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"部隊",0,50,5,5,0,4,4,0,0,5,6,0,0,0,0
"論點",0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"藝人",0,49,21,7,5,4,5,0,5,4,14,4,0,0,3
"白痴",0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"坦克車",0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"股票",0,48,3,5,0,0,3,0,0,0,0,0,0,0,0
"強力",0,48,17,6,0,9,27,3,0,11,0,0,0,0,0
"鴿子",0,47,0,0,0,0,0,0,0,0,0,3,0,0,0
"權限",0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
"天王",0,46,0,4,0,0,3,0,0,0,0,0,0,0,0
"依據",0,46,9,0,6,3,8,0,4,8,0,0,0,0,0
"流氓",0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"風涼話",0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"覺悟",0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"天下",0,45,3,3,0,0,0,0,0,0,0,0,0,0,0
"屁話",0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"裝備",0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"光頭",0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"股市",0,44,3,19,0,3,23,0,0,10,0,0,0,3,0
"自己人",0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"利弊",0,43,3,0,3,0,0,3,0,5,0,0,0,0,0
"垃圾桶",0,43,0,0,0,0,0,0,4,0,0,0,0,0,0
"坦克",0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"主義",0,41,3,0,0,0,11,0,0,0,0,0,0,0,0
"產品",0,41,3,12,0,3,3,0,0,3,0,0,0,4,0
"人人",0,40,0,0,0,0,0,0,0,3,0,0,0,0,0
"陰謀",0,40,0,0,0,0,0,0,0,0,0,0,0,0,3
"投票權",0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"電子",0,39,11,16,11,4,8,0,4,12,0,0,0,3,0
"憲兵",0,39,0,0,0,0,4,0,0,0,0,0,0,0,0
"店員",0,38,10,0,0,0,5,0,0,0,0,0,0,0,0
"帽子",0,38,3,4,0,0,0,0,0,0,0,0,0,0,0
"項目",0,38,6,4,6,0,0,0,5,5,0,0,0,0,0
